issue_number,created_at,labels,comments,author,description
52051,2024-06-07 19:49:04+00:00,"['With reproduction steps', 'autoloading']",10,adriely-dourado,"### Steps to reproduce
Add a rescue_from in the ApplicationController, for example:
```
rescue_from ActiveRecord::DeleteRestrictionError, with: :delete_restriction_error
```
Change the eager load configuration to true, example in config/environments/development.rb:
```
config.eager_load = true
```
Run the project and the error will occur
```
bin/rails s
```
### Expected behavior
rescue_from ActiveRecord::DeleteRestrictionError works as intended within app/controllers/application_controller.rb
### Actual behavior
When usings eager load, it fails to load the constant ActiveRecord::DeleteRestrictionError.
### System configuration
**Rails version**: 8.0.0.alpha
**Ruby version**: 3.3.1"
52050,2024-06-07 19:13:59+00:00,['actionview'],1,laomatt,"This is to prevent any cross contamination between the environments with regards to the cache keys.  An app  using the same redis instance for the cache between two environments and values for one were making it into the values for another.  Instead of remembering to use a different instance/db or emptying the instance, a better way would just be to specify the environment in the cache key.

### Motivation / Background

I was having an issue with cache values from my staging environment being called up for my production environment.

This Pull Request has been created because my environments cache keys where using the exact same key, so they were getting cross contaminated.

### Detail

This Pull Request changes the way cache keys are stored

### Additional information

I made this for my app, but I think it would benefit Rails

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.


**I could not find any pre existing tests for the cache method.


"
52049,2024-06-07 19:03:28+00:00,['activerecord'],3,smudge,"### Motivation / Background

There are many cases when using double quotes is necessary to properly identify type & column names in PostgreSQL. This PR aims to address one subset of cases relating to Rails's support of PG Enums in `schema.rb`.

As it stands, PG Enums that require quote identifiers can be successfully created with the migration DSL, but these type names do not currently survive the round-trip to `schema.rb`, breaking subsequent `schema:load` calls.

(If this change is accepted, I have additional cases I would propose in follow-up PRs, but I am focusing on one change at a time.)

### Detail

Note that I'm using `.` here as an example, but there are other reasons why quote identifiers can be necessary, including case sensitivity.

#### Before:

_Without_ this PR's changes, the following migration:

```ruby
create_enum '""my.status""', %w[complete in_progress]
create_table :things do |t|
  t.enum :status, enum_type: '""my.status""', default: ""in_progress"", null: false
end
```

Produces the following in the `schema.rb` file:

```ruby
create_enum ""my.status"", [""complete"", ""in_progress""]

create_table ""things"", force: :cascade do |t|
  t.enum ""status"", default: ""in_progress"", null: false, enum_type: """"my.status""""
end
```

🐛 Both the `create_enum` statement and the `:enum_type` option do not function as expected. The former produces a `PG::InvalidSchemaName` error (because it assumes `my.` is a PG schema), and the latter is not even valid Ruby.

#### After:

_With_ this PR's changes, `schema.rb` contains the following:

```ruby
create_enum ""\""my.status\"""", [""complete"", ""in_progress""]

create_table ""things"", force: :cascade do |t|
  t.enum ""status"", default: ""in_progress"", null: false, enum_type: ""\""my.status\""""
end
```

This should resolve cases where quote identifiers are necessary, without impacting cases where they are not _strictly_ necessary.

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52048,2024-06-07 18:51:47+00:00,['actionview'],0,laomatt,"This is to prevent any cross contamination between the environments with regards to the cache keys.  An app  using the same redis instance for the cache between two environments and values for one were making it into the values for another.  Instead of remembering to use a different instance/db or emptying the instance, a better way would just be to specify the environment in the cache key.

<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because I was having issues with keys in different environments cross contaminating.

### Detail

This Pull Request changes the way the cache keys are stored in the view cache.

### Additional information

### Checklist

Before submitting the PR make sure the following are checked:

* [ x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [ x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52047,2024-06-07 17:51:03+00:00,['activerecord'],1,seanpdoyle,"This commit aims to clarify the types of arguments mentioned by the Association Callback documentation. In some cases, `firm` arguments implied the object was a `Firm`, but `record` arguments did not imply any particular class.

Similarly, the `has_many` method documentation did not mention any of the Association Callback arguments (i.e. `before_add`, `after_add`, `before_remove`, `after_remove`). This commit includes those options in the list and links to the more thorough documentation under the Association Callbacks heading."
52046,2024-06-07 15:13:29+00:00,"['activerecord', 'With reproduction steps']",6,tevvi,"### Steps to reproduce
Pre-Requirements: you must use mysql2 database adapter
Open `rails c` in stage or dev environment. Then run following snippet:
```ruby
# Fast solution to not clear cache after call fetch_count_mysql_connections because it obtains connection
pid = Process.fork do
  module MockSlowDatabase
    # Let's simulate database connection timeout error, override following method:
    # https://github.com/brianmario/mysql2/blob/0.5.5/ext/mysql2/client.c#L1076
    # https://dev.mysql.com/doc/c-api/8.0/en/mysql-get-server-info.html
    def server_info(...)
      raise 'database connection timeout error'
    end
  end
  
  Object.const_get('Mysql2::Client').class_eval do
    prepend MockSlowDatabase
  end
  
  50.times do
    ActiveRecord::Base.connection
  rescue StandardError
    nil
  end

  puts 'pool stat:'
  puts ActiveRecord::Base.connection_pool.stat
end

def fetch_count_mysql_connections
  ActiveRecord::Base.connection.execute(""SELECT COUNT(*) FROM INFORMATION_SCHEMA.PROCESSLIST;"").to_a.dig(0, 0)
end

$connections = []
$connections << fetch_count_mysql_connections

$finished = false

Thread.new do
  loop do
    $connections << fetch_count_mysql_connections
    break if $finished
    sleep 1
  end
end

Process.wait pid
$finished = true
sleep 1

puts $connections
```

### Expected behavior
Connection obtained by  `ActiveRecord::Base.connection` saved to connection pool

### Actual behavior
Every call of `ActiveRecord::Base.connection` creates connection in database, but not saves it to pool, so database receives 50 new connections

### Reason why it is a bug
Imagine that you have unstable database or network between rails app and database server
When your application try to obtain new connection in mysql server, rails gem do next:
1. Opens new database connection
https://github.com/rails/rails/blob/v7.1.3.4/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L676
This will cause usual tcp handshake. Connection to database will be obtained even if you have issue with database(slow database)
2. Sends request to receive database version
https://github.com/rails/rails/blob/v7.1.3.4/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L678 \
https://github.com/brianmario/mysql2/blob/0.5.5/ext/mysql2/client.c#L1076 \
https://dev.mysql.com/doc/c-api/8.0/en/mysql-get-server-info.html \
This will cause tcp package to database server. Database server must accept this package, perform command and return back data. So if we have issue with database(database slows down and perform any query more than 1+ minute), then ruby thread will be blocked for a long time.
Imagine that you have timeout(for example rack-timeout gem) 30s, then you will faced with timeout and exception will be raised \
When exeption raised inside `checkout_new_connection`, `conn` variable is unset so `adopt_connection` in `ensure` block works only for case when `checkout_new_connection` returns value
### System configuration
**Rails version**:  6.1.7, but version independent

**Ruby version**: 3.2.2, but version independent

**Mysql version**: 5.7, but problem will be reached for any versions

### Monkeypatch for rails 7.1.3.2
This could also be a solution
```ruby
# This is a changed copy of
# https://github.com/rails/rails/blob/v7.1.3.2/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L689

raise ""outdated connection_pool leak monkeypatch"" if Rails.version != '7.1.3.2'

# If you faced with this error, that mean rails version is changed in project
# To solve this error open file for current rails version of this project
# https://github.com/rails/rails/blob/v7.1.3.2/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L689
# And investigate connection pool leak is fixed or not
# How to investigate leak fixed or not:
# Open issue
# https://github.com/rails/rails/issues/52046
# And run provided code snipped
# If fixed: delete this file
# if not: investigate changes of methods try_to_checkout_new_connection and new_connection
# Reimplement monkeypatch
# And change rails version in condition above

module ActiveRecord
  module ConnectionAdapters
    class ConnectionPool
      def try_to_checkout_new_connection
        # first in synchronized section check if establishing new conns is allowed
        # and increment @now_connecting, to prevent overstepping this pool's @size
        # constraint
        do_checkout = synchronize do
          if @threads_blocking_new_connections.zero? && (@connections.size + @now_connecting) < @size
            @now_connecting += 1
          end
        end
        if do_checkout
          begin
            # if successfully incremented @now_connecting establish new connection
            # outside of synchronized section
            conn = checkout_new_connection
            conn.pool = self
            conn.check_version
            conn
          rescue ConnectionNotEstablished => ex
            raise ex.set_pool(self)
          ensure
            synchronize do
              if conn
                @thread_cached_conns[connection_cache_key(current_thread)] ||= conn
                adopt_connection(conn)
                # returned conn needs to be already leased
                conn.lease
              end
              @now_connecting -= 1
            end
          end
        end
      end

      def new_connection
        Base.public_send(db_config.adapter_method, db_config.configuration_hash)
      end
    end
  end
end
```

### Monkeypatch for rails 6.1.7
```ruby
# This is a changed copy of
# https://github.com/rails/rails/blob/v6.1.7/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L892

raise ""outdated connection_pool leak monkeypatch"" if Rails.version != '6.1.7'

# If you faced with this error, that mean rails version is changed in project
# To solve this error open file for current rails version of this project
# https://github.com/rails/rails/blob/v6.1.7/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L892
# And investigate connection pool leak is fixed or not
# How to investigate leak fixed or not:
# Open issue
# https://github.com/rails/rails/issues/52046
# And run provided code snipped
# If fixed: delete this file
# if not: investigate changes of methods try_to_checkout_new_connection and new_connection
# Reimplement monkeypatch
# And change rails version in condition above

module ActiveRecord
  module ConnectionAdapters
    class ConnectionPool
      def try_to_checkout_new_connection
        # first in synchronized section check if establishing new conns is allowed
        # and increment @now_connecting, to prevent overstepping this pool's @size
        # constraint
        do_checkout = synchronize do
          if @threads_blocking_new_connections.zero? && (@connections.size + @now_connecting) < @size
            @now_connecting += 1
          end
        end
        if do_checkout
          begin
            # if successfully incremented @now_connecting establish new connection
            # outside of synchronized section
            conn = checkout_new_connection
            conn.check_version
            conn
          ensure
            synchronize do
              if conn
                @thread_cached_conns[connection_cache_key(current_thread)] ||= conn
                adopt_connection(conn)
                # returned conn needs to be already leased
                conn.lease
              end
              @now_connecting -= 1
            end
          end
        end
      end

      def new_connection
        Base.public_send(db_config.adapter_method, db_config.configuration_hash)
      end
    end
  end
end
```

### Rails 7.1.0.beta1 and higher versions behaviour
This commit changes behaviour of obtaining connection on tcp layer and ""defer to first use""
https://github.com/rails/rails/commit/8551e64e2411811f26d210601abdba6e13d8798c

But first use happens on the next line after rails initialize new connection for mysql2 adapter as you can see here:
https://github.com/rails/rails/blob/v7.1.0.beta1/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb#L673-L675

Bug is still present but also connection obtaining becomes more implicit(but still obtained when you call ActiveRecord::Base.connection without any usage)

### Other database adapters
I tested only mysql adapter, but i think this bug will be present for other adapters too. Just lets check code for postgresql:
https://github.com/rails/rails/blob/v6.1.7/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb#L426C21-L426C35
Looks like tcp package will be sent too for check version
"
52045,2024-06-07 11:21:08+00:00,['railties'],0,zzak,"Based off the IRB tests: https://github.com/ruby/irb/blob/master/test/irb/helper.rb#L112-L120

For example if you add this to your `~/.irbrc`:

```
IRB.conf[:PROMPT_MODE] = :SIMPLE
```

This will result in the following test failures:

```
F

Failure:
FullStackConsoleTest#test_prompt_allows_changing_irb_name [test/application/console_test.rb:32]:
""foo(test)>"" expected, but got:

>> a = 1
a = 1
=> ...
>> .
Expected "">> a = 1\r\r\na = 1\r\n=> ...\r\n>> "" to include ""foo(test)>"".

bin/test test/application/console_test.rb:120

.............F

Failure:
FullStackConsoleTest#test_test_console_prompt [test/application/console_test.rb:32]:
""app-template(test)> "" expected, but got:

112123>> 123
=> 123
>> .
Expected ""\r\n112123>> 123\r\r\n=> 123\r\n>> "" to include ""app-template(test)> "".

bin/test test/application/console_test.rb:152

...F

Failure:
FullStackConsoleTest#test_prompt_is_properly_set [test/application/console_test.rb:32]:
""app-template(test)>"" expected, but got:

>> a = 1
a = 1
=> ...
>> .
Expected "">> a = 1\r\r\na = 1\r\n=> ...\r\n>> "" to include ""app-template(test)>"".

bin/test test/application/console_test.rb:113

F

Failure:
FullStackConsoleTest#test_production_console_prompt [test/application/console_test.rb:32]:
""app-template(prod)>"" expected, but got:

112123>> 123
=> 123
>> .
Expected ""\r\n112123>> 123\r\r\n=> 123\r\n>> "" to include ""app-template(prod)>"".

bin/test test/application/console_test.rb:138

...F

Failure:
FullStackConsoleTest#test_development_console_prompt [test/application/console_test.rb:32]:
""app-template(dev)> "" expected, but got:

112123>> 123
=> 123
>> .
Expected ""\r\n112123>> 123\r\r\n=> 123\r\n>> "" to include ""app-template(dev)> "".

bin/test test/application/console_test.rb:145

Finished in 137.655994s, 0.1743 runs/s, 1.8815 assertions/s.
24 runs, 259 assertions, 5 failures, 0 errors, 0 skips
```
"
52044,2024-06-07 10:45:11+00:00,['activerecord'],1,p8,"Add examples and explain that RecordNotDestroyed triggered by throwing :abort in callbacks.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52043,2024-06-07 09:51:34+00:00,['activerecord'],0,zzak,This backports d36c752287 to 7-2-stable since #51969 was also backported.
52042,2024-06-07 09:00:13+00:00,['railties'],3,casperisfine,"Ref: https://github.com/rails/sprockets-rails/issues/524
Fix: https://github.com/rails/rails/issues/52038
"
52041,2024-06-07 05:31:37+00:00,['docs'],0,yuler,"

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

Document

### Detail

Fix typo in active_record_basics.md file

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52040,2024-06-07 03:00:10+00:00,['railties'],5,zzak,"This PR replaces #52026 by fixing the `caller_locations`.

Before:

```
(called from include at /home/wojtek/.asdf/installs/ruby/3.3.2/lib/ruby/gems/3.3.0/gems/railties-7.2.0.beta2/lib/rails/console/methods.rb:6)
```

After:

```
(called from block in <class:Engine> at /home/zzak/.rbenv/versions/3.4.0/lib/ruby/gems/3.4.0+0/bundler/gems/mission_control-jobs-7295d75ed735/lib/mission_control/jobs/engine.rb:73)
```"
52039,2024-06-07 00:40:01+00:00,[],0,yahonda,"### Motivation / Background

This commit pins `sprockets-rails` version to 3.4.2 until https://github.com/rails/sprockets-rails/issues/524 is fixed to workaround CI failure reported at https://github.com/rails/rails/issues/52038

### Detail
None

### Additional information
None

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52038,2024-06-07 00:27:33+00:00,"['railties', 'ci issues']",2,yahonda,"Managed to reproduce CI failure at https://buildkite.com/rails/rails/builds/108070#018fee5d-8995-46f4-929a-fd4be5951ef4/1314-1322

### Steps to reproduce
```ruby
git clone https://github.com/rails/rails
cd rails/railties
bundle update sprockets-rails --conservative
git diff # to show which gems updated
bin/test test/application/test_runner_test.rb:509
```

### Expected behavior
It should pass.

### Actual behavior
It raises ""undefined method `deprecator' "".

```ruby
$ bundle update sprockets-rails --conservative
Fetching gem metadata from https://rubygems.org/.........
Resolving dependencies...
Using sprockets-rails 3.5.0 (was 3.4.2)
Bundle updated!
$ git diff
diff --git a/Gemfile.lock b/Gemfile.lock
index 97b682f4ef..281e3180a8 100644
--- a/Gemfile.lock
+++ b/Gemfile.lock
@@ -546,9 +546,9 @@ GEM
     sprockets (4.2.1)
       concurrent-ruby (~> 1.0)
       rack (>= 2.2.4, < 4)
-    sprockets-rails (3.4.2)
-      actionpack (>= 5.2)
-      activesupport (>= 5.2)
+    sprockets-rails (3.5.0)
+      actionpack (>= 6.1)
+      activesupport (>= 6.1)
       sprockets (>= 3.0.0)
     sqlite3 (2.0.0)
       mini_portile2 (~> 2.8.0)
$ bin/test test/application/test_runner_test.rb:509
Run options: --seed 56216

# Running:

F

Failure:
ApplicationTests::TestRunnerTest#test_multiple_tests_on_same_line [test/application/test_runner_test.rb:523]:
Expected /first/ to match ""/home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/sprockets-rails-3.5.0/lib/sprockets/railtie.rb:129:in `block in <class:Railtie>': undefined method `deprecator' for module Sprockets::Rails (NoMethodError)\n\n      app.deprecators[:sprockets_rails] = Sprockets::Rails.deprecator if app.respond_to?(:deprecators)\n                                                          ^^^^^^^^^^^\nDid you mean?  deprecate\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/initializable.rb:32:in `instance_exec'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/initializable.rb:32:in `run'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/initializable.rb:61:in `block in run_initializers'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:231:in `block in tsort_each'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:353:in `block (2 levels) in each_strongly_connected_component'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:434:in `each_strongly_connected_component_from'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:352:in `block in each_strongly_connected_component'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:350:in `each'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:350:in `call'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:350:in `each_strongly_connected_component'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:229:in `tsort_each'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/tsort.rb:208:in `tsort_each'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/initializable.rb:60:in `run_initializers'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/application.rb:430:in `initialize!'\n\tfrom /home/yahonda/src/github.com/rails/rails/tmp/d20240607-53351-fbrlsw/app/config/environment.rb:5:in `<top (required)>'\n\tfrom /home/yahonda/src/github.com/rails/rails/tmp/d20240607-53351-fbrlsw/app/test/test_helper.rb:2:in `require_relative'\n\tfrom /home/yahonda/src/github.com/rails/rails/tmp/d20240607-53351-fbrlsw/app/test/test_helper.rb:2:in `<top (required)>'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `block (2 levels) in replace_require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/zeitwerk-2.6.12/lib/zeitwerk/kernel.rb:38:in `require'\n\tfrom /home/yahonda/src/github.com/rails/rails/tmp/d20240607-53351-fbrlsw/app/test/models/account_test.rb:1:in `<top (required)>'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `block (2 levels) in replace_require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/zeitwerk-2.6.12/lib/zeitwerk/kernel.rb:38:in `require'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/test_unit/runner.rb:61:in `block in load_tests'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/test_unit/runner.rb:60:in `each'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/test_unit/runner.rb:60:in `load_tests'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/test_unit/runner.rb:52:in `run'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/commands/test/test_command.rb:33:in `perform'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/thor-1.3.0/lib/thor/command.rb:28:in `run'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/thor-1.3.0/lib/thor/invocation.rb:127:in `invoke_command'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/command/base.rb:178:in `invoke_command'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/thor-1.3.0/lib/thor.rb:527:in `dispatch'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/command/base.rb:73:in `perform'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/command.rb:71:in `block in invoke'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/command.rb:149:in `with_argv'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/command.rb:69:in `invoke'\n\tfrom /home/yahonda/src/github.com/rails/rails/railties/lib/rails/commands.rb:18:in `<top (required)>'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/3.3.0/bundled_gems.rb:74:in `block (2 levels) in replace_require'\n\tfrom /home/yahonda/.rbenv/versions/3.3.2/lib/ruby/gems/3.3.0/gems/zeitwerk-2.6.12/lib/zeitwerk/kernel.rb:38:in `require'\n\tfrom bin/rails:4:in `<main>'\n"".


bin/test test/application/test_runner_test.rb:509



Finished in 3.268812s, 0.3059 runs/s, 0.6118 assertions/s.
1 runs, 2 assertions, 1 failures, 0 errors, 0 skips
$
```

### System configuration
**Rails version**: main branch

**Ruby version**: ruby 3.3.2 (2024-05-30 revision e5a195edf6) [x86_64-linux]
"
52037,2024-06-06 21:02:11+00:00,['activerecord'],7,palkan,"### Motivation / Background

Follow-up for #50999.

See also [this discussion](https://github.com/rails/rails/pull/50999#issuecomment-2150906497).

**tl;dr** Current implementation makes it much harder to use outer transactions w/ pinning (prev. `lock_thread=true`) with Rails test fixtures (the approach widely used via TestProf's helpers, such as `before_all` and `let_it_be`).

### Detail

This PR makes it possible to nest `#pin_connection!` calls instead of raising if there is already a pinned connection. Now, it's safe to wrap code with `#pin_connection!` / `#unpin_connection!` without checking first if there is already a pinned connection or not.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52036,2024-06-06 20:47:05+00:00,['activesupport'],4,richardboehme,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

In our team we often discuss if it's better to pass a string or a proc to `assert_difference`. In my opinion it's better to pass a proc because linters and IDEs can analyze the ruby code in the proc. However one disadvantage is that the error message is less clear when using a proc, because the message just prints the inspect-output of the `Proc` object. 

To fix this, I propose this PR which prints the source of the proc instead.

### Detail

This Pull Request changes the error message of `assert_difference`, `assert_no_difference`, `assert_changes` and `assert_no_changes` when using MRI and when passing a proc to those assertions. It leverages the _experimental_ `RubyVM::AbstractSyntaxTree` api to print the source code of the proc which makes it easier to spot why the test failed.

For example consider the following test:

```ruby
test ""see proc output"" do
  assert_difference -> { 1 } do
  end
end
```

Previous output:

```
#<Proc:0x000074357846eae8 /home/richard/my-test-app/test/models/test.rb:21 (lambda)> didn't change by 1, but by 0.
Expected: 2
  Actual: 1

```

Output with this change:
```
""-> { 1 }"" didn't change by 1, but by 0.
Expected: 2
  Actual: 1
```

Note that this only works in MRI because other ruby implementations do not implement the `RubyVM::AbstractSyntaxTree` api.

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

I'm not sure if Rails wants to ""depend"" on an experimental api like `RubyVM::AbstractSyntaxTree` because it might not be stable and change in the future. I think this change brings value to Rails but I understand if there is a policy about not using experimental ruby apis. In this case we can close this PR.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52035,2024-06-06 20:37:19+00:00,['railties'],2,olimart,"### Motivation / Background

Given the Dockerfile is intended for production deployment I think we should also skip the `test` group by default.

https://bundler.io/v2.5/man/bundle-config.1.html
> without
> A space-separated list of groups referencing gems to skip during installation.
"
